ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-9431112,Source2,2,2019-07-28 00:24:50.798206,2019-07-28 03:50:50.798206,36.216064,-86.827405,36.20634,,0.419,Head organization yet theory speech course American religious.,Dominique Squares,Nashville,North Anashire,TN,41245,US,US/Eastern,KBuF,2019-07-28 00:04:50.798206,57.7,0.0,29.0,28.02,9.5,E,6.5,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6079590,Source2,2,2022-12-29 17:17:55.391204,2022-12-29 19:04:55.391204,25.690768,-80.280233,,-80.288036,0.431,How million some source.,Reyes Island,Miami,Jonesmouth,FL,44577,US,US/Eastern,KofG,2022-12-29 17:05:55.391204,57.8,0.0,81.2,28.45,7.5,ENE,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2626028,Source1,2,2023-05-02 12:33:33.737906,2023-05-02 14:16:33.737906,35.238882,-80.673067,35.244445,,1.956,Thank imagine reveal some wall.,Jeff Isle,Charlotte,West Laura,NC,81092,US,US/Eastern,KyMh,2023-05-02 12:04:33.737906,61.2,0.0,48.8,28.59,10.1,CALM,6.2,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-8629246,Source1,2,2025-10-04 01:44:44.358658,2025-10-04 02:19:44.358658,28.008135,-82.344082,,,0.12,Nation project quality scientist performance ahead poor.,Kristina Views,Tampa,Taylorside,FL,61562,US,US/Eastern,KliT,2025-10-04 01:30:44.358658,59.0,,71.4,30.05,5.3,SSE,9.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7476584,Source2,2,2025-07-01 00:11:10.606069,2025-07-01 02:47:10.606069,47.607043,-122.283126,47.608007,-122.289591,3.678,Plant often effect research idea drop.,Jared Meadows,Seattle,South Carla,WA,79882,US,US/Eastern,KDoZ,2025-06-30 23:54:10.606069,29.0,22.527070801005515,,30.05,10.7,W,9.3,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5695543,Source1,1,2024-02-19 17:15:56.766709,2024-02-19 19:29:56.766709,33.940137,-118.275819,33.931843,,1.779,Fire fight debate prepare reach democratic.,Eric Brook,Los Angeles,North Vicki,CA,09931,US,US/Eastern,KyEU,2024-02-19 17:05:56.766709,66.4,0.0,92.6,28.53,14.0,NE,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-8899740,Source1,2,2018-03-26 17:15:32.517235,2018-03-26 20:04:32.517235,33.995299,-118.267991,33.993912,-118.266904,2.473,Top hold generation.,Barton Ferry,Los Angeles,Feliciachester,CA,15641,US,US/Eastern,KsUc,2018-03-26 17:06:32.517235,24.1,,47.8,29.88,11.2,Calm,11.9,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3796603,Source1,2,2021-09-28 02:51:46.394690,2021-09-28 03:35:46.394690,37.546122,-77.488616,37.550769,-77.491269,3.853,Certainly after building us best car.,Andrews Rue,Richmond,West Eriktown,VA,45078,US,US/Eastern,KoEr,2021-09-28 02:38:46.394690,77.9,,,28.61,14.5,WSW,7.5,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3969904,Source1,2,2019-11-28 19:25:09.905143,2019-11-28 23:05:09.905143,29.684205,-95.434441,29.679565,,1.069,Home interview hold institution plant learn because.,Sheppard Ranch,Houston,North Jill,TX,48974,US,US/Eastern,KMgF,2019-11-28 18:59:09.905143,67.6,,78.1,28.57,6.3,WSW,7.8,,Fair,False,False,False,True,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1193146,Source1,2,2024-05-06 18:56:30.933403,2024-05-06 20:01:30.933403,25.8817,-80.314687,25.892051,-80.321804,3.681,Author education mean difference evening.,Phillips Walk,Miami,New Jeffrey,FL,47428,US,US/Eastern,Kfli,2024-05-06 18:39:30.933403,59.7,,117.4,29.4,10.5,NW,8.4,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2969158,Source1,2,2025-09-10 18:55:06.044186,2025-09-10 19:47:06.044186,29.766963,-95.521234,29.763005,-95.514363,1.684,Audience somebody experience pattern.,Tara Rue,Houston,Davisborough,TX,28783,US,US/Eastern,KOzo,2025-09-10 18:31:06.044186,74.9,,74.0,28.92,6.7,N,9.8,0.0,Overcast,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4723865,Source1,2,2018-05-08 22:36:37.858405,2018-05-09 00:26:37.858405,36.147477,-86.711492,36.144479,,1.523,After way reach those new.,Watkins Drive,Nashville,Scottbury,TN,09933,US,US/Eastern,KFAC,2018-05-08 22:08:37.858405,33.8,28.905766869904557,23.0,28.56,9.0,CALM,6.9,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5122378,Source1,2,2018-08-12 13:40:55.277225,2018-08-12 14:43:55.277225,36.179142,-86.809766,36.176912,-86.813241,1.951,Perhaps within nearly successful help peace imagine.,Julie Road,Nashville,North Cynthia,TN,18325,US,US/Eastern,Ksaq,2018-08-12 13:16:55.277225,83.4,,50.4,27.78,8.3,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2902388,Source2,2,2024-05-03 05:10:24.292763,2024-05-03 06:17:24.292763,45.468978,-122.747461,45.47254,,0.158,Whatever care provide policy western.,Gray Fork,Portland,Lake Lisahaven,OR,57979,US,US/Eastern,KwFn,2024-05-03 04:50:24.292763,85.7,0.0,80.6,28.47,12.1,NNW,3.3,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-545270,Source1,2,2018-11-16 23:28:05.162205,2018-11-17 01:14:05.162205,35.50603,-97.507081,35.506193,,0.226,Plant drop necessary service opportunity matter.,Sanchez Cape,Oklahoma City,North Amy,OK,20710,US,US/Eastern,KjaC,2018-11-16 23:02:05.162205,77.4,0.0,62.4,29.2,8.0,NNE,9.1,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-8514725,Source1,2,2021-01-01 04:51:57.493311,2021-01-01 05:03:57.493311,32.650698,-96.779809,,,1.911,Lay least east half week international control.,Timothy Brook,Dallas,Smithburgh,TX,86199,US,US/Eastern,KfuO,2021-01-01 04:32:57.493311,77.8,,71.8,29.66,9.4,SSE,4.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1028676,Source1,2,2025-07-13 03:47:45.750539,2025-07-13 04:56:45.750539,45.112768,-93.021173,45.114068,,0.744,News mission significant myself party.,Dodson Street,Saint Paul,Avilatown,MN,66231,US,US/Eastern,KpPh,2025-07-13 03:27:45.750539,88.1,0.0,24.7,31.43,10.4,CALM,0.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7827799,Source1,2,2019-02-25 03:05:07.280255,2019-02-25 05:46:07.280255,32.864389,-96.873511,32.874541,,2.466,World enough personal age threat.,Burton Isle,Dallas,East Amyton,TX,39598,US,US/Eastern,KKdY,2019-02-25 02:54:07.280255,50.0,0.0,58.5,29.01,10.7,NNW,6.3,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,
A-7251529,Source1,2,2021-10-22 09:12:46.333674,2021-10-22 10:13:46.333674,25.729953,-80.197019,,-80.192993,1.116,Building light way event.,Anderson Route,Miami,Robinsonmouth,FL,35432,US,US/Eastern,KryP,2021-10-22 08:43:46.333674,54.0,0.0,66.3,29.19,6.6,North,7.3,,Haze,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-3721471,Source2,2,2021-08-24 04:43:54.725660,2021-08-24 07:08:54.725660,35.138129,-80.653664,,,1.038,Guess might marriage indicate specific.,Foster Key,Charlotte,New Megan,NC,01699,US,US/Eastern,Klnk,2021-08-24 04:32:54.725660,72.0,0.0,95.1,30.07,6.6,WNW,11.1,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-5867069,Source2,2,2020-06-15 04:45:51.319605,2020-06-15 05:07:51.319605,29.769471,-95.485047,,-95.497774,1.462,Along laugh career high anything best soldier.,Theresa Inlet,Houston,Brandonbury,TX,91955,US,US/Eastern,KgFv,2020-06-15 04:21:51.319605,64.3,,47.5,28.27,5.1,S,2.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-399081,Source2,2,2021-08-12 19:19:04.978088,2021-08-12 22:06:04.978088,34.009684,-118.267085,34.010094,,1.981,Wide thousand material.,Sparks Summit,Los Angeles,South Ronaldhaven,CA,04525,US,US/Eastern,KWAa,2021-08-12 18:54:04.978088,39.7,29.52314652350919,110.9,29.91,8.2,Calm,14.6,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1845718,Source1,2,2019-06-25 18:12:04.513139,2019-06-25 20:07:04.513139,30.391202,-97.588961,,-97.586059,0.722,Environment where rise again modern.,Graham Skyway,Austin,North Johnshire,TX,78923,US,US/Eastern,KgyM,2019-06-25 18:02:04.513139,38.2,,60.4,29.27,10.3,S,5.3,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2997071,Source1,4,2023-11-07 02:31:01.539910,2023-11-07 05:53:01.539910,32.868395,-117.088412,,-117.088766,2.676,Serve travel gas rate indeed yeah resource.,Kerr Crescent,San Diego,Craigshire,CA,60735,US,US/Eastern,KZqQ,2023-11-07 02:10:01.539910,68.0,,47.8,29.04,9.6,CALM,7.8,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2613642,Source2,2,2024-05-17 13:53:51.558402,2024-05-17 15:51:51.558402,29.721285,-95.329955,29.710785,,1.117,Paper season particularly Republican job protect form.,Mora View,Houston,Lake Vincentfurt,TX,57619,US,US/Eastern,KWHc,2024-05-17 13:38:51.558402,72.4,0.0,102.9,29.82,7.5,,8.1,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7144104,Source1,2,2021-10-23 15:10:44.005125,2021-10-23 18:27:44.005125,30.430194,-91.229896,30.427992,,0.984,Movement training market join move.,Williams Springs,Baton Rouge,West Colleenfurt,LA,34221,US,US/Eastern,KKVC,2021-10-23 14:58:44.005125,69.6,0.0,86.4,29.46,8.9,NE,6.9,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1527916,Source1,2,2018-06-14 04:24:59.823440,2018-06-14 05:37:59.823440,29.809999,-95.303209,,-95.313916,2.831,Another happen build clearly speech keep hospital.,Thompson Fork,Houston,East Peter,TX,33778,US,US/Eastern,KIze,2018-06-14 04:08:59.823440,53.5,0.0,23.8,29.6,9.1,WSW,1.9,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-5740886,Source1,2,2020-04-04 00:23:09.040909,2020-04-04 00:59:09.040909,29.774132,-95.418575,,,0.668,Third process network of song factor.,Miles Square,Houston,Nicoleshire,TX,36204,US,US/Eastern,KcRj,2020-04-04 00:17:09.040909,56.5,0.0,50.0,28.57,9.8,NW,13.1,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6624675,Source2,2,2020-02-29 16:44:01.878720,2020-02-29 17:12:01.878720,29.647771,-95.416398,29.643023,-95.399208,0.271,Product sign environment provide study.,Gonzalez Falls,Houston,Port Gabriel,TX,45031,US,US/Eastern,KMmx,2020-02-29 16:39:01.878720,94.8,0.0,75.0,29.08,3.8,SSE,19.3,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-4939615,Source2,2,2023-11-19 18:52:55.032562,2023-11-19 22:06:55.032562,30.212795,-97.711713,30.207782,-97.710213,0.046,Explain without wrong cut.,Mueller Views,Austin,Penaton,TX,79824,US,US/Eastern,KSoj,2023-11-19 18:28:55.032562,21.9,0.0,103.2,28.35,6.7,NNE,1.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2576762,Source1,2,2024-05-06 02:57:05.305470,2024-05-06 06:19:05.305470,28.458414,-81.276292,28.469795,,1.077,Treat participant learn late without above write.,Jasmine Spur,Orlando,Fosterville,FL,30460,US,US/Eastern,KhmK,2024-05-06 02:52:05.305470,68.3,0.0,73.2,29.6,5.8,ESE,12.8,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5001775,Source1,2,2022-11-17 23:11:51.095609,2022-11-18 02:42:51.095609,34.823759,-82.489521,,-82.491981,0.711,Expect end book sure painting.,Mason Ranch,Greenville,Lake Kellyville,SC,67932,US,US/Eastern,KgdX,2022-11-17 23:04:51.095609,44.4,34.377301442996384,36.1,29.16,9.7,S,14.3,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4923979,Source2,2,2021-12-02 10:37:39.296345,2021-12-02 13:22:39.296345,28.501562,-81.488859,28.500986,-81.49096,1.853,Reality attorney including rock.,Terry Estates,Orlando,West Stevenland,FL,05996,US,US/Eastern,,2021-12-02 10:21:39.296345,53.1,,78.8,27.91,9.8,Calm,11.5,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5660673,Source1,2,2024-06-05 18:15:15.568684,2024-06-05 19:34:15.568684,30.434198,-91.13767,30.43467,,0.971,Away truth available home.,Charles Radial,Baton Rouge,South Wayneberg,LA,65394,US,US/Eastern,KlQK,2024-06-05 17:50:15.568684,74.7,,67.0,30.94,11.9,NE,7.4,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4328829,Source2,2,2023-07-09 01:49:42.825632,2023-07-09 02:37:42.825632,34.919772,-82.286926,,-82.292946,2.105,Subject arm outside property near role.,Garcia River,Greenville,West Julia,SC,48789,US,US/Eastern,KhkQ,2023-07-09 01:22:42.825632,65.1,,76.9,29.98,7.2,SSE,0.0,0.0,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4760910,Source1,2,2023-12-05 13:31:17.249849,2023-12-05 15:58:17.249849,32.80037,-96.734123,,,0.871,Sure summer remain.,Adam Pass,Dallas,Davisside,TX,27002,US,US/Eastern,KhAj,2023-12-05 13:18:17.249849,41.2,,37.3,29.65,8.4,ESE,9.8,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1153564,Source2,2,2020-10-21 09:21:26.238431,2020-10-21 11:22:26.238431,28.48107,-81.43659,28.479564,-81.452145,0.904,Court deal onto thank meet never.,Kim Canyon,Orlando,South Zacharymouth,FL,97042,US,US/Eastern,KDDh,2020-10-21 09:06:26.238431,56.3,0.0,86.1,28.85,9.3,E,3.8,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-8007465,Source2,2,2023-07-30 23:58:22.302514,2023-07-31 02:01:22.302514,32.821027,-117.201336,32.825434,,0.48,Offer kid fund begin assume.,Hopkins Circle,San Diego,New Amyview,CA,04335,US,US/Eastern,KLkE,2023-07-30 23:46:22.302514,70.3,,52.4,30.38,12.9,CALM,3.1,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4060080,Source1,2,2025-09-12 18:38:36.626280,2025-09-12 20:57:36.626280,38.646421,-121.455543,38.655267,-121.451957,2.702,Large high past bar amount board.,Helen Street,Sacramento,Lake Ryanburgh,CA,92751,US,US/Eastern,KyOS,2025-09-12 18:31:36.626280,42.1,36.82462176830844,80.7,29.17,11.4,ENE,7.5,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1461018,Source1,2,2021-02-21 19:36:12.998703,2021-02-21 22:50:12.998703,28.438439,-81.374537,28.438911,,1.475,That weight shake cup.,Kyle Ford,Orlando,Chavezshire,FL,60290,US,US/Eastern,KNws,2021-02-21 19:09:12.998703,71.6,0.0,,28.79,9.7,NW,6.7,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-8497902,Source1,2,2025-08-07 05:49:35.740339,2025-08-07 07:10:35.740339,35.794875,-78.663838,,,0.56,Certain meeting another option why.,Sara Way,Raleigh,Yatestown,NC,72795,US,US/Eastern,KlMT,2025-08-07 05:42:35.740339,92.8,0.0,72.6,29.34,8.6,Calm,2.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1699835,Source2,3,2023-01-02 15:16:29.391294,2023-01-02 17:21:29.391294,42.06069,-87.641048,42.053082,,1.699,Interesting cause deal traditional individual.,Keith Fords,Chicago,North Kevin,IL,52078,US,US/Eastern,Kopb,2023-01-02 15:10:29.391294,62.1,0.0,72.3,29.44,6.7,ESE,13.3,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1653590,Source2,2,2019-12-26 15:32:37.716243,2019-12-26 17:29:37.716243,35.543621,-97.522887,35.55251,-97.52577,1.26,Next take store expect woman us clear.,Ortiz Garden,Oklahoma City,North Robert,OK,36578,US,US/Eastern,KYPF,2019-12-26 15:17:37.716243,77.4,0.0,90.8,29.13,8.7,E,9.6,0.0,Fair,False,False,True,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-210501,Source2,2,2018-07-17 18:44:40.108375,2018-07-17 21:58:40.108375,37.628583,-77.393591,37.622826,-77.402689,2.959,Hand safe whom western if.,Valerie Knolls,Richmond,South Seth,VA,81506,US,US/Eastern,KGMZ,2018-07-17 18:19:40.108375,78.2,0.0,76.3,27.98,6.1,SW,9.9,0.0,Heavy T-Storm / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-6518898,Source1,2,2019-04-14 18:32:54.172653,2019-04-14 20:07:54.172653,33.788366,-84.41367,33.789795,-84.416823,0.833,Foot form draw with remember.,Miguel Motorway,Atlanta,West Stevenbury,GA,13453,US,US/Eastern,Kxzq,2019-04-14 18:27:54.172653,68.0,0.0,94.2,28.93,6.5,CALM,15.9,,Light Rain,False,False,True,False,False,False,True,False,False,False,False,False,False,Night,Day,Day,Day
A-3003435,Source2,2,2023-02-08 05:59:02.251293,2023-02-08 09:38:02.251293,35.84417,-78.626304,,,4.246,Exist property to environment.,Castillo Wells,Raleigh,Harryton,NC,26324,US,US/Eastern,KxbX,2023-02-08 05:45:02.251293,53.8,,85.4,30.21,8.4,WNW,,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-8320157,Source2,2,2025-02-17 08:41:46.960618,2025-02-17 10:11:46.960618,37.359623,-121.906966,,,6.119,Allow direction ball street wonder.,Jessica Walk,San Jose,Ryanstad,CA,91847,US,US/Eastern,KIYs,2025-02-17 08:19:46.960618,85.0,0.0,118.6,28.54,6.5,Calm,9.6,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-622787,Source2,2,2022-04-12 01:00:10.292557,2022-04-12 04:50:10.292557,34.825445,-82.381138,34.824919,-82.384947,1.138,Different test most eat player type.,Ward Prairie,Greenville,Port Dianaview,SC,56557,US,US/Eastern,KvdM,2022-04-12 00:39:10.292557,72.8,0.0,60.6,30.5,9.4,Calm,3.6,0.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-8247553,Source1,2,2020-11-02 14:02:57.217839,2020-11-02 16:17:57.217839,29.700631,-95.457959,,-95.437312,0.323,Nature big board yes even two answer concern.,David Causeway,Houston,Alexanderport,TX,76694,US,US/Eastern,KeXb,2020-11-02 13:46:57.217839,45.9,38.42065768904631,61.6,28.43,8.2,VAR,10.8,0.0,Overcast,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-655574,Source2,2,2024-03-25 23:11:29.839909,2024-03-25 23:35:29.839909,45.055556,-93.39782,45.054523,-93.398977,0.719,Difference ahead speech who base especially apply.,Jessica Ways,Minneapolis,Port Victor,MN,67556,US,US/Eastern,KOWG,2024-03-25 22:59:29.839909,24.9,,79.7,28.54,11.3,VAR,2.6,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3257115,Source1,2,2024-12-05 14:40:03.828832,2024-12-05 16:35:03.828832,29.653158,-95.21752,29.644661,,2.475,Town account view affect bill study back up.,Johnson Causeway,Houston,New Makayla,TX,18580,US,US/Eastern,KoQg,2024-12-05 14:35:03.828832,51.6,0.0,129.3,30.0,8.2,SW,10.3,0.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3351006,Source1,2,2019-12-15 18:11:46.384247,2019-12-15 19:31:46.384247,37.551171,-77.460281,,-77.455509,3.153,Few series drop worker staff source.,Blair Corner,Richmond,West Sherrimouth,VA,02839,US,US/Eastern,KGzo,2019-12-15 17:46:46.384247,61.5,0.0,92.6,29.02,8.1,WNW,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1258160,Source1,2,2022-01-13 11:58:42.334132,2022-01-13 12:50:42.334132,30.170858,-97.793761,30.166284,,1.701,Family knowledge call work because end stay.,James Turnpike,Austin,Sallyton,TX,57655,US,US/Eastern,KGjg,2022-01-13 11:37:42.334132,52.3,0.0,34.0,30.07,10.7,W,11.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
